ID,Sales
T1188514,34932.32163462763
T1188515,55414.12527281062
T1188516,34932.32163462763
T1188517,45370.709214633294
T1188518,34932.32163462763
T1188519,45370.709214633294
T1188520,20491.526809152805
T1188521,47040.849860292285
T1188522,34932.32163462763
T1188523,26740.996863512835
T1188524,38012.8777397436
T1188525,59273.69300619586
T1188526,26740.996863512835
T1188527,34932.32163462763
T1188528,31560.852147576
T1188529,45370.709214633294
T1188530,34932.32163462763
T1188531,47040.849860292285
T1188532,34932.32163462763
T1188533,34932.32163462763
T1188534,34932.32163462763
T1188535,54899.077338399664
T1188536,59273.69300619586
T1188537,55414.12527281062
T1188538,55414.12527281062
T1188539,43296.3547517914
T1188540,38012.8777397436
T1188541,34932.32163462763
T1188542,59273.69300619586
T1188543,34932.32163462763
T1188544,34932.32163462763
T1188545,34932.32163462763
T1188546,28411.81601897678
T1188547,34932.32163462763
T1188548,47040.849860292285
T1188549,26740.996863512835
T1188550,34932.32163462763
T1188551,34932.32163462763
T1188552,19507.73692457296
T1188553,34932.32163462763
T1188554,59273.69300619586
T1188555,34932.32163462763
T1188556,54899.077338399664
T1188557,21862.797443081257
T1188558,28411.81601897678
T1188559,34932.32163462763
T1188560,34932.32163462763
T1188561,38012.8777397436
T1188562,28411.81601897678
T1188563,34932.32163462763
T1188564,55414.12527281062
T1188565,38012.8777397436
T1188566,38012.8777397436
T1188567,45370.709214633294
T1188568,21862.797443081257
T1188569,34932.32163462763
T1188570,34932.32163462763
T1188571,28411.81601897678
T1188572,59273.69300619586
T1188573,28447.41298576741
T1188574,34932.32163462763
T1188575,34932.32163462763
T1188576,59273.69300619586
T1188577,34932.32163462763
T1188578,28447.41298576741
T1188579,34932.32163462763
T1188580,34932.32163462763
T1188581,28447.41298576741
T1188582,26709.73008865182
T1188583,28447.41298576741
T1188584,28411.81601897678
T1188585,77413.9518478245
T1188586,34932.32163462763
T1188587,45370.709214633294
T1188588,28447.41298576741
T1188589,28411.81601897678
T1188590,34932.32163462763
T1188591,28411.81601897678
T1188592,28761.767014351735
T1188593,19507.73692457296
T1188594,59273.69300619586
T1188595,28447.41298576741
T1188596,34932.32163462763
T1188597,77413.9518478245
T1188598,59273.69300619586
T1188599,53441.41687713011
T1188600,28447.41298576741
T1188601,38012.8777397436
T1188602,26709.73008865182
T1188603,72343.69560204181
T1188604,34932.32163462763
T1188605,45370.709214633294
T1188606,26709.73008865182
T1188607,61614.74267211115
T1188608,38012.8777397436
T1188609,26709.73008865182
T1188610,55414.12527281062
T1188611,28411.81601897678
T1188612,43296.3547517914
T1188613,45370.709214633294
T1188614,54899.077338399664
T1188615,28447.41298576741
T1188616,55146.89142284951
T1188617,28411.81601897678
T1188618,47040.849860292285
T1188619,21862.797443081257
T1188620,34932.32163462763
T1188621,28447.41298576741
T1188622,34932.32163462763
T1188623,45370.709214633294
T1188624,23580.027361631688
T1188625,55414.12527281062
T1188626,34932.32163462763
T1188627,34932.32163462763
T1188628,38012.8777397436
T1188629,28447.41298576741
T1188630,34932.32163462763
T1188631,28411.81601897678
T1188632,38012.8777397436
T1188633,34932.32163462763
T1188634,28447.41298576741
T1188635,38012.8777397436
T1188636,28411.81601897678
T1188637,45370.709214633294
T1188638,28447.41298576741
T1188639,59273.69300619586
T1188640,23580.027361631688
T1188641,34932.32163462763
T1188642,37978.33359483273
T1188643,38012.8777397436
T1188644,26709.73008865182
T1188645,29600.153052763417
T1188646,28447.41298576741
T1188647,28447.41298576741
T1188648,34932.32163462763
T1188649,26709.73008865182
T1188650,29553.059491765223
T1188651,28447.41298576741
T1188652,58302.915897408515
T1188653,45370.709214633294
T1188654,34932.32163462763
T1188655,28411.81601897678
T1188656,43103.01564045117
T1188657,38012.8777397436
T1188658,38012.8777397436
T1188659,45370.709214633294
T1188660,28447.41298576741
T1188661,54899.077338399664
T1188662,59273.69300619586
T1188663,34932.32163462763
T1188664,19507.73692457296
T1188665,34932.32163462763
T1188666,47040.849860292285
T1188667,34932.32163462763
T1188668,59273.69300619586
T1188669,59273.69300619586
T1188670,59273.69300619586
T1188671,59273.69300619586
T1188672,59273.69300619586
T1188673,54899.077338399664
T1188674,34932.32163462763
T1188675,45370.709214633294
T1188676,34932.32163462763
T1188677,26709.73008865182
T1188678,46200.70457885232
T1188679,54899.077338399664
T1188680,23580.027361631688
T1188681,26709.73008865182
T1188682,47040.849860292285
T1188683,38012.8777397436
T1188684,23580.027361631688
T1188685,59273.69300619586
T1188686,34932.32163462763
T1188687,45370.709214633294
T1188688,28447.41298576741
T1188689,45370.709214633294
T1188690,34932.32163462763
T1188691,47040.849860292285
T1188692,34932.32163462763
T1188693,59273.69300619586
T1188694,23580.027361631688
T1188695,28411.81601897678
T1188696,43271.02630690606
T1188697,28447.41298576741
T1188698,59273.69300619586
T1188699,55414.12527281062
T1188700,43271.02630690606
T1188701,26709.73008865182
T1188702,58302.915897408515
T1188703,28411.81601897678
T1188704,34932.32163462763
T1188705,55146.89142284951
T1188706,59273.69300619586
T1188707,34932.32163462763
T1188708,23580.027361631688
T1188709,46950.088239696226
T1188710,59273.69300619586
T1188711,38012.8777397436
T1188712,28411.81601897678
T1188713,59273.69300619586
T1188714,34932.32163462763
T1188715,28447.41298576741
T1188716,19368.94096843466
T1188717,59273.69300619586
T1188718,34932.32163462763
T1188719,34932.32163462763
T1188720,20394.219585704814
T1188721,23580.027361631688
T1188722,59273.69300619586
T1188723,59273.69300619586
T1188724,19368.94096843466
T1188725,34932.32163462763
T1188726,43103.01564045117
T1188727,34932.32163462763
T1188728,46950.088239696226
T1188729,34932.32163462763
T1188730,38012.8777397436
T1188731,53474.730871381
T1188732,28447.41298576741
T1188733,46950.088239696226
T1188734,59273.69300619586
T1188735,20394.219585704814
T1188736,26740.996863512835
T1188737,28447.41298576741
T1188738,21005.221819097107
T1188739,34932.32163462763
T1188740,34932.32163462763
T1188741,34932.32163462763
T1188742,46950.088239696226
T1188743,34932.32163462763
T1188744,38012.8777397436
T1188745,53474.730871381
T1188746,38012.8777397436
T1188747,34932.32163462763
T1188748,45357.67307213239
T1188749,28447.41298576741
T1188750,28447.41298576741
T1188751,59273.69300619586
T1188752,21862.797443081257
T1188753,59273.69300619586
T1188754,34932.32163462763
T1188755,45357.67307213239
T1188756,34932.32163462763
T1188757,34932.32163462763
T1188758,55414.12527281062
T1188759,59273.69300619586
T1188760,38012.8777397436
T1188761,34932.32163462763
T1188762,53474.730871381
T1188763,45357.67307213239
T1188764,21862.797443081257
T1188765,43103.01564045117
T1188766,34932.32163462763
T1188767,34932.32163462763
T1188768,28411.81601897678
T1188769,28411.81601897678
T1188770,53474.730871381
T1188771,45357.67307213239
T1188772,34932.32163462763
T1188773,59273.69300619586
T1188774,38012.8777397436
T1188775,34932.32163462763
T1188776,28411.81601897678
T1188777,23580.027361631688
T1188778,19368.94096843466
T1188779,45357.67307213239
T1188780,43271.02630690606
T1188781,34932.32163462763
T1188782,45357.67307213239
T1188783,28447.41298576741
T1188784,26709.73008865182
T1188785,28447.41298576741
T1188786,45357.67307213239
T1188787,38012.8777397436
T1188788,34932.32163462763
T1188789,20394.219585704814
T1188790,28447.41298576741
T1188791,34932.32163462763
T1188792,28411.81601897678
T1188793,46950.088239696226
T1188794,34932.32163462763
T1188795,37978.33359483273
T1188796,28447.41298576741
T1188797,55414.12527281062
T1188798,38012.8777397436
T1188799,23580.027361631688
T1188800,58302.915897408515
T1188801,29553.059491765223
T1188802,26709.73008865182
T1188803,28447.41298576741
T1188804,29553.059491765223
T1188805,34932.32163462763
T1188806,28447.41298576741
T1188807,28447.41298576741
T1188808,34932.32163462763
T1188809,46950.088239696226
T1188810,26709.73008865182
T1188811,28411.81601897678
T1188812,34932.32163462763
T1188813,26709.73008865182
T1188814,34932.32163462763
T1188815,28411.81601897678
T1188816,34932.32163462763
T1188817,34932.32163462763
T1188818,28447.41298576741
T1188819,53722.54495583085
T1188820,38012.8777397436
T1188821,28447.41298576741
T1188822,43296.3547517914
T1188823,59273.69300619586
T1188824,55414.12527281062
T1188825,45357.67307213239
T1188826,46950.088239696226
T1188827,34932.32163462763
T1188828,34932.32163462763
T1188829,34932.32163462763
T1188830,19368.94096843466
T1188831,45357.67307213239
T1188832,34932.32163462763
T1188833,38012.8777397436
T1188834,28411.81601897678
T1188835,34932.32163462763
T1188836,26740.996863512835
T1188837,37978.33359483273
T1188838,28411.81601897678
T1188839,19368.94096843466
T1188840,26709.73008865182
T1188841,43271.02630690606
T1188842,34932.32163462763
T1188843,34932.32163462763
T1188844,43296.3547517914
T1188845,38012.8777397436
T1188846,28447.41298576741
T1188847,38012.8777397436
T1188848,34932.32163462763
T1188849,28447.41298576741
T1188850,45357.67307213239
T1188851,46950.088239696226
T1188852,45357.67307213239
T1188853,34932.32163462763
T1188854,34932.32163462763
T1188855,34932.32163462763
T1188856,28411.81601897678
T1188857,38012.8777397436
T1188858,45357.67307213239
T1188859,43103.01564045117
T1188860,46950.088239696226
T1188861,34932.32163462763
T1188862,28447.41298576741
T1188863,21005.221819097107
T1188864,45357.67307213239
T1188865,34932.32163462763
T1188866,34932.32163462763
T1188867,34932.32163462763
T1188868,34932.32163462763
T1188869,26740.996863512835
T1188870,26740.996863512835
T1188871,43271.02630690606
T1188872,28447.41298576741
T1188873,34932.32163462763
T1188874,34932.32163462763
T1188875,53474.730871381
T1188876,34932.32163462763
T1188877,34932.32163462763
T1188878,34932.32163462763
T1188879,28411.81601897678
T1188880,59273.69300619586
T1188881,34932.32163462763
T1188882,59273.69300619586
T1188883,46950.088239696226
T1188884,53474.730871381
T1188885,38012.8777397436
T1188886,28411.81601897678
T1188887,31560.852147576
T1188888,28447.41298576741
T1188889,21862.797443081257
T1188890,46950.088239696226
T1188891,26740.996863512835
T1188892,34932.32163462763
T1188893,26709.73008865182
T1188894,72343.69560204181
T1188895,34932.32163462763
T1188896,29600.153052763417
T1188897,34932.32163462763
T1188898,77413.9518478245
T1188899,34932.32163462763
T1188900,34932.32163462763
T1188901,34932.32163462763
T1188902,53474.730871381
T1188903,55414.12527281062
T1188904,43103.01564045117
T1188905,28411.81601897678
T1188906,34932.32163462763
T1188907,23580.027361631688
T1188908,34932.32163462763
T1188909,59273.69300619586
T1188910,34932.32163462763
T1188911,45357.67307213239
T1188912,59273.69300619586
T1188913,72343.69560204181
T1188914,34932.32163462763
T1188915,26709.73008865182
T1188916,34932.32163462763
T1188917,45357.67307213239
T1188918,26709.73008865182
T1188919,61688.5619760917
T1188920,34932.32163462763
T1188921,45357.67307213239
T1188922,23580.027361631688
T1188923,38012.8777397436
T1188924,34932.32163462763
T1188925,19368.94096843466
T1188926,53722.54495583085
T1188927,53474.730871381
T1188928,46200.70457885232
T1188929,34932.32163462763
T1188930,55414.12527281062
T1188931,29553.059491765223
T1188932,58302.915897408515
T1188933,28447.41298576741
T1188934,34932.32163462763
T1188935,26709.73008865182
T1188936,37978.33359483273
T1188937,28447.41298576741
T1188938,28447.41298576741
T1188939,38012.8777397436
T1188940,38012.8777397436
T1188941,53474.730871381
T1188942,28447.41298576741
T1188943,34932.32163462763
T1188944,43296.3547517914
T1188945,55414.12527281062
T1188946,45357.67307213239
T1188947,23580.027361631688
T1188948,21862.797443081257
T1188949,43296.3547517914
T1188950,34932.32163462763
T1188951,46950.088239696226
T1188952,28411.81601897678
T1188953,26740.996863512835
T1188954,34932.32163462763
T1188955,46200.70457885232
T1188956,43271.02630690606
T1188957,34932.32163462763
T1188958,45357.67307213239
T1188959,77413.9518478245
T1188960,53474.730871381
T1188961,46950.088239696226
T1188962,34932.32163462763
T1188963,59273.69300619586
T1188964,34932.32163462763
T1188965,55414.12527281062
T1188966,28447.41298576741
T1188967,34932.32163462763
T1188968,55414.12527281062
T1188969,43296.3547517914
T1188970,59273.69300619586
T1188971,38012.8777397436
T1188972,24329.002485706504
T1188973,34932.32163462763
T1188974,72343.69560204181
T1188975,59273.69300619586
T1188976,34932.32163462763
T1188977,38012.8777397436
T1188978,19368.94096843466
T1188979,55414.12527281062
T1188980,59273.69300619586
T1188981,34932.32163462763
T1188982,34932.32163462763
T1188983,38012.8777397436
T1188984,34932.32163462763
T1188985,26709.73008865182
T1188986,38012.8777397436
T1188987,43296.3547517914
T1188988,59273.69300619586
T1188989,34932.32163462763
T1188990,38012.8777397436
T1188991,28411.81601897678
T1188992,34932.32163462763
T1188993,28447.41298576741
T1188994,31560.852147576
T1188995,21862.797443081257
T1188996,53441.41687713011
T1188997,34932.32163462763
T1188998,46950.088239696226
T1188999,26740.996863512835
T1189000,23580.027361631688
T1189001,34932.32163462763
T1189002,28411.81601897678
T1189003,59273.69300619586
T1189004,53722.54495583085
T1189005,19368.94096843466
T1189006,28411.81601897678
T1189007,34932.32163462763
T1189008,59273.69300619586
T1189009,26709.73008865182
T1189010,28447.41298576741
T1189011,59273.69300619586
T1189012,59273.69300619586
T1189013,28447.41298576741
T1189014,28761.767014351735
T1189015,29600.153052763417
T1189016,59273.69300619586
T1189017,34932.32163462763
T1189018,28447.41298576741
T1189019,34932.32163462763
T1189020,38012.8777397436
T1189021,46950.088239696226
T1189022,28447.41298576741
T1189023,34932.32163462763
T1189024,28447.41298576741
T1189025,28411.81601897678
T1189026,59273.69300619586
T1189027,34932.32163462763
T1189028,53474.730871381
T1189029,20394.219585704814
T1189030,28447.41298576741
T1189031,45357.67307213239
T1189032,28411.81601897678
T1189033,34932.32163462763
T1189034,55414.12527281062
T1189035,28447.41298576741
T1189036,45357.67307213239
T1189037,28447.41298576741
T1189038,34932.32163462763
T1189039,34932.32163462763
T1189040,29600.153052763417
T1189041,45357.67307213239
T1189042,46950.088239696226
T1189043,45357.67307213239
T1189044,34932.32163462763
T1189045,59273.69300619586
T1189046,29600.153052763417
T1189047,46950.088239696226
T1189048,34932.32163462763
T1189049,38012.8777397436
T1189050,28447.41298576741
T1189051,34932.32163462763
T1189052,38012.8777397436
T1189053,34932.32163462763
T1189054,59273.69300619586
T1189055,53474.730871381
T1189056,37978.33359483273
T1189057,34932.32163462763
T1189058,59273.69300619586
T1189059,45357.67307213239
T1189060,34932.32163462763
T1189061,72343.69560204181
T1189062,34932.32163462763
T1189063,59273.69300619586
T1189064,34932.32163462763
T1189065,46950.088239696226
T1189066,34932.32163462763
T1189067,34932.32163462763
T1189068,28447.41298576741
T1189069,28447.41298576741
T1189070,45357.67307213239
T1189071,28447.41298576741
T1189072,34932.32163462763
T1189073,53474.730871381
T1189074,23580.027361631688
T1189075,34932.32163462763
T1189076,59273.69300619586
T1189077,28411.81601897678
T1189078,34932.32163462763
T1189079,38012.8777397436
T1189080,28447.41298576741
T1189081,55414.12527281062
T1189082,43271.02630690606
T1189083,59273.69300619586
T1189084,28447.41298576741
T1189085,34932.32163462763
T1189086,34932.32163462763
T1189087,34932.32163462763
T1189088,38012.8777397436
T1189089,34932.32163462763
T1189090,34932.32163462763
T1189091,34932.32163462763
T1189092,34932.32163462763
T1189093,34932.32163462763
T1189094,26709.73008865182
T1189095,59273.69300619586
T1189096,46200.70457885232
T1189097,34932.32163462763
T1189098,28411.81601897678
T1189099,34932.32163462763
T1189100,55414.12527281062
T1189101,28447.41298576741
T1189102,38012.8777397436
T1189103,34932.32163462763
T1189104,59273.69300619586
T1189105,53441.41687713011
T1189106,28761.767014351735
T1189107,38012.8777397436
T1189108,34932.32163462763
T1189109,46200.70457885232
T1189110,45357.67307213239
T1189111,34932.32163462763
T1189112,34932.32163462763
T1189113,23580.027361631688
T1189114,28411.81601897678
T1189115,34932.32163462763
T1189116,53474.730871381
T1189117,28411.81601897678
T1189118,34932.32163462763
T1189119,26709.73008865182
T1189120,38012.8777397436
T1189121,21775.923378619307
T1189122,45357.67307213239
T1189123,28447.41298576741
T1189124,34932.32163462763
T1189125,34932.32163462763
T1189126,28447.41298576741
T1189127,46950.088239696226
T1189128,58302.915897408515
T1189129,34932.32163462763
T1189130,34932.32163462763
T1189131,55414.12527281062
T1189132,33544.90217106145
T1189133,23580.027361631688
T1189134,45357.67307213239
T1189135,34932.32163462763
T1189136,38042.80021260964
T1189137,26709.73008865182
T1189138,34932.32163462763
T1189139,28447.41298576741
T1189140,61544.92989066457
T1189141,43103.01564045117
T1189142,62835.66361857268
T1189143,28447.41298576741
T1189144,37978.33359483273
T1189145,28447.41298576741
T1189146,19368.94096843466
T1189147,38012.8777397436
T1189148,34932.32163462763
T1189149,46200.70457885232
T1189150,34932.32163462763
T1189151,34932.32163462763
T1189152,45357.67307213239
T1189153,58302.915897408515
T1189154,58302.915897408515
T1189155,38012.8777397436
T1189156,53474.730871381
T1189157,34932.32163462763
T1189158,53722.54495583085
T1189159,34932.32163462763
T1189160,26740.996863512835
T1189161,40106.57220346139
T1189162,34932.32163462763
T1189163,21775.923378619307
T1189164,34932.32163462763
T1189165,34932.32163462763
T1189166,28447.41298576741
T1189167,34932.32163462763
T1189168,45357.67307213239
T1189169,28411.81601897678
T1189170,34932.32163462763
T1189171,26740.996863512835
T1189172,72343.69560204181
T1189173,53474.730871381
T1189174,23580.027361631688
T1189175,45357.67307213239
T1189176,34932.32163462763
T1189177,33544.90217106145
T1189178,28447.41298576741
T1189179,34932.32163462763
T1189180,34932.32163462763
T1189181,28447.41298576741
T1189182,53474.730871381
T1189183,34932.32163462763
T1189184,26740.996863512835
T1189185,28447.41298576741
T1189186,45357.67307213239
T1189187,38012.8777397436
T1189188,34932.32163462763
T1189189,46200.70457885232
T1189190,43296.3547517914
T1189191,59273.69300619586
T1189192,59273.69300619586
T1189193,34932.32163462763
T1189194,34932.32163462763
T1189195,59273.69300619586
T1189196,34932.32163462763
T1189197,43296.3547517914
T1189198,43271.02630690606
T1189199,34932.32163462763
T1189200,28447.41298576741
T1189201,38012.8777397436
T1189202,33544.90217106145
T1189203,34932.32163462763
T1189204,59273.69300619586
T1189205,43103.01564045117
T1189206,28447.41298576741
T1189207,34932.32163462763
T1189208,40106.57220346139
T1189209,59273.69300619586
T1189210,43103.01564045117
T1189211,38012.8777397436
T1189212,59273.69300619586
T1189213,26709.73008865182
T1189214,43103.01564045117
T1189215,59273.69300619586
T1189216,34932.32163462763
T1189217,53441.41687713011
T1189218,38012.8777397436
T1189219,34932.32163462763
T1189220,46950.088239696226
T1189221,38012.8777397436
T1189222,24329.002485706504
T1189223,46839.595123426814
T1189224,37978.33359483273
T1189225,26709.73008865182
T1189226,53474.730871381
T1189227,19368.94096843466
T1189228,46950.088239696226
T1189229,19368.94096843466
T1189230,59273.69300619586
T1189231,46950.088239696226
T1189232,28447.41298576741
T1189233,34932.32163462763
T1189234,46200.70457885232
T1189235,28411.81601897678
T1189236,59273.69300619586
T1189237,34932.32163462763
T1189238,34932.32163462763
T1189239,34932.32163462763
T1189240,46950.088239696226
T1189241,34932.32163462763
T1189242,46950.088239696226
T1189243,19368.94096843466
T1189244,19368.94096843466
T1189245,45357.67307213239
T1189246,34932.32163462763
T1189247,21775.923378619307
T1189248,34932.32163462763
T1189249,59273.69300619586
T1189250,59273.69300619586
T1189251,19368.94096843466
T1189252,38012.8777397436
T1189253,53474.730871381
T1189254,43296.3547517914
T1189255,46200.70457885232
T1189256,21005.221819097107
T1189257,28447.41298576741
T1189258,58302.915897408515
T1189259,34932.32163462763
T1189260,37978.33359483273
T1189261,45357.67307213239
T1189262,38012.8777397436
T1189263,46950.088239696226
T1189264,38012.8777397436
T1189265,19368.94096843466
T1189266,77413.9518478245
T1189267,59273.69300619586
T1189268,28411.81601897678
T1189269,34932.32163462763
T1189270,34932.32163462763
T1189271,40106.57220346139
T1189272,34932.32163462763
T1189273,53474.730871381
T1189274,34932.32163462763
T1189275,53474.730871381
T1189276,53474.730871381
T1189277,46950.088239696226
T1189278,40106.57220346139
T1189279,31560.852147576
T1189280,34932.32163462763
T1189281,20394.219585704814
T1189282,34932.32163462763
T1189283,28411.81601897678
T1189284,55414.12527281062
T1189285,28447.41298576741
T1189286,34932.32163462763
T1189287,34932.32163462763
T1189288,59273.69300619586
T1189289,58302.915897408515
T1189290,28411.81601897678
T1189291,45357.67307213239
T1189292,46950.088239696226
T1189293,38012.8777397436
T1189294,29553.059491765223
T1189295,21775.923378619307
T1189296,45357.67307213239
T1189297,34932.32163462763
T1189298,55414.12527281062
T1189299,34932.32163462763
T1189300,38012.8777397436
T1189301,26740.996863512835
T1189302,34932.32163462763
T1189303,34932.32163462763
T1189304,28447.41298576741
T1189305,21005.221819097107
T1189306,38012.8777397436
T1189307,28447.41298576741
T1189308,34932.32163462763
T1189309,77413.9518478245
T1189310,34932.32163462763
T1189311,55414.12527281062
T1189312,20394.219585704814
T1189313,70628.13071450425
T1189314,58302.915897408515
T1189315,77413.9518478245
T1189316,19368.94096843466
T1189317,43296.3547517914
T1189318,59273.69300619586
T1189319,46950.088239696226
T1189320,34932.32163462763
T1189321,59273.69300619586
T1189322,28411.81601897678
T1189323,28447.41298576741
T1189324,46950.088239696226
T1189325,21775.923378619307
T1189326,34932.32163462763
T1189327,34932.32163462763
T1189328,38012.8777397436
T1189329,46200.70457885232
T1189330,46950.088239696226
T1189331,28447.41298576741
T1189332,45357.67307213239
T1189333,34407.36868692307
T1189334,34932.32163462763
T1189335,38012.8777397436
T1189336,28447.41298576741
T1189337,28447.41298576741
T1189338,28411.81601897678
T1189339,26709.73008865182
T1189340,34932.32163462763
T1189341,43296.3547517914
T1189342,55414.12527281062
T1189343,26709.73008865182
T1189344,34932.32163462763
T1189345,45357.67307213239
T1189346,34932.32163462763
T1189347,34932.32163462763
T1189348,34932.32163462763
T1189349,59273.69300619586
T1189350,28447.41298576741
T1189351,46200.70457885232
T1189352,34932.32163462763
T1189353,34932.32163462763
T1189354,28411.81601897678
T1189355,55414.12527281062
T1189356,59273.69300619586
T1189357,28447.41298576741
T1189358,59273.69300619586
T1189359,77413.9518478245
T1189360,72343.69560204181
T1189361,53722.54495583085
T1189362,23580.027361631688
T1189363,61857.39458713579
T1189364,28411.81601897678
T1189365,38012.8777397436
T1189366,29553.059491765223
T1189367,28447.41298576741
T1189368,34932.32163462763
T1189369,29600.153052763417
T1189370,34932.32163462763
T1189371,23580.027361631688
T1189372,40106.57220346139
T1189373,45357.67307213239
T1189374,29600.153052763417
T1189375,46950.088239696226
T1189376,59273.69300619586
T1189377,38012.8777397436
T1189378,59273.69300619586
T1189379,34932.32163462763
T1189380,43271.02630690606
T1189381,43271.02630690606
T1189382,46950.088239696226
T1189383,34932.32163462763
T1189384,72343.69560204181
T1189385,45357.67307213239
T1189386,34932.32163462763
T1189387,45357.67307213239
T1189388,59273.69300619586
T1189389,45357.67307213239
T1189390,45357.67307213239
T1189391,28447.41298576741
T1189392,28411.81601897678
T1189393,29600.153052763417
T1189394,40106.57220346139
T1189395,34932.32163462763
T1189396,34932.32163462763
T1189397,55414.12527281062
T1189398,29600.153052763417
T1189399,46200.70457885232
T1189400,55414.12527281062
T1189401,59273.69300619586
T1189402,20394.219585704814
T1189403,28447.41298576741
T1189404,34932.32163462763
T1189405,40106.57220346139
T1189406,23580.027361631688
T1189407,28411.81601897678
T1189408,23580.027361631688
T1189409,38012.8777397436
T1189410,34932.32163462763
T1189411,72343.69560204181
T1189412,59273.69300619586
T1189413,59273.69300619586
T1189414,34932.32163462763
T1189415,26709.73008865182
T1189416,53474.730871381
T1189417,46950.088239696226
T1189418,26709.73008865182
